0,0
1,1
2,0
3,0
4,1
5,0
6,1
7,0
8,0
9,1
10,1
11,1
12,0
13,0
14,0
15,0
16,0
17,1
18,0
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,0
35,1
36,1
37,1
38,0
39,1
40,0
41,1
42,0
43,0
44,0
45,1
46,0
47,1
48,0
49,0
50,0
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,0
65,1
66,1
67,0
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,0
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,0
91,0
92,1
93,1
94,1
95,1
96,0
97,1
98,0
99,0
100,0
101,0
102,1
103,0
104,1
105,1
106,0
107,1
108,1
109,0
110,1
111,0
112,0
113,1
114,1
115,1
116,1
117,0
118,1
119,1
120,1
121,1
122,0
123,0
124,0
125,1
126,1
127,0
128,1
129,0
130,1
131,1
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,0
147,0
148,0
149,0
150,1
151,0
152,1
153,1
154,1
155,0
156,0
157,0
158,0
159,1
160,1
161,0
162,0
163,0
164,0
165,1
166,1
167,0
168,1
169,1
170,1
171,0
172,1
173,1
174,1
175,0
176,1
177,1
178,1
179,1
180,1
181,0
182,0
183,0
184,1
185,1
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,1
194,0
195,1
196,1
197,1
198,0
199,1
200,0
201,1
202,1
203,1
204,1
205,1
206,0
207,0
208,0
209,1
210,1
211,1
212,0
213,0
214,0
215,1
216,1
217,1
218,1
219,0
220,0
221,1
222,0
223,0
224,1
225,1
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,0
235,0
236,1
237,1
238,0
239,0
240,0
241,1
242,1
243,1
244,1
245,0
246,0
247,0
248,1
249,1
250,0
251,0
252,1
253,1
254,1
255,1
256,1
257,0
258,1
259,0
260,0
261,1
262,0
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,0
271,0
272,1
273,0
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,1
282,0
283,1
284,0
285,0
286,0
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,1
295,0
296,0
297,0
298,0
299,0
300,1
301,1
302,1
303,1
304,1
305,0
306,0
307,0
308,0
309,0
310,1
311,0
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,1
336,0
337,1
338,1
339,0
340,0
341,1
342,1
343,0
344,0
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,0
353,0
354,0
355,1
356,0
357,1
358,0
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,0
367,1
368,0
369,0
370,1
371,1
372,1
373,1
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,0
388,1
389,0
390,1
391,1
392,1
393,1
394,0
395,0
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,0
409,1
410,1
411,1
412,1
413,1
414,0
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,0
426,1
427,0
428,0
429,1
430,1
431,0
432,1
433,0
434,1
435,0
436,1
437,1
438,1
439,0
440,1
441,1
442,1
443,1
444,0
445,1
446,0
447,0
448,1
449,0
450,0
451,1
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,0
461,1
462,0
463,0
464,0
465,0
466,0
467,0
468,1
469,1
470,0
471,0
472,1
473,1
474,0
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,0
491,1
492,0
493,0
494,0
495,0
496,0
497,1
498,0
499,0
500,1
501,0
502,1
503,0
504,1
505,0
506,0
507,1
508,0
509,1
510,1
511,1
512,0
513,0
514,1
515,1
516,1
517,0
518,0
519,0
520,1
521,1
522,1
523,0
524,0
525,0
526,1
527,0
528,1
529,1
530,1
531,0
532,1
533,1
534,1
535,0
536,1
537,0
538,1
539,1
540,1
541,1
542,1
543,0
544,1
545,1
546,1
547,0
548,0
549,1
550,1
551,1
552,0
553,1
554,0
555,0
556,1
557,1
558,1
559,0
560,0
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,0
569,0
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,1
581,0
582,1
583,0
584,1
585,1
586,1
587,0
588,1
589,1
590,0
591,1
592,0
593,0
594,1
595,0
596,0
597,1
598,1
599,0
600,0
601,0
602,0
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,1
611,0
612,1
613,0
614,1
615,1
616,1
617,1
618,1
619,1
620,0
621,0
622,1
623,0
624,1
625,0
626,1
627,0
628,1
629,0
630,0
631,0
632,1
633,0
634,1
635,1
636,1
637,0
638,0
639,0
640,1
641,0
642,0
643,0
644,1
645,1
646,0
647,1
648,1
649,1
650,0
651,1
652,0
653,0
654,1
655,1
656,0
657,0
658,1
659,1
660,1
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,1
672,0
673,1
674,0
675,1
676,0
677,0
678,1
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,0
687,1
688,0
689,1
690,0
691,1
692,1
693,1
694,0
695,1
696,1
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,0
705,1
706,1
707,0
708,1
709,0
710,1
711,0
712,1
713,0
714,1
715,0
716,0
717,1
718,1
719,1
720,0
721,1
722,0
723,1
724,1
725,0
726,1
727,1
728,0
729,1
730,1
731,0
732,1
733,0
734,0
735,1
736,1
737,0
738,0
739,0
740,0
741,1
742,0
743,1
744,1
745,1
746,0
747,1
748,0
749,1
750,0
751,0
752,1
753,1
754,1
755,0
756,1
757,0
758,1
759,0
760,0
761,0
762,0
763,0
764,1
765,1
766,1
767,0
768,1
769,1
770,0
771,0
772,0
773,1
774,1
775,0
776,1
777,1
778,1
779,0
780,1
781,1
782,1
783,0
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,1
797,1
798,0
799,0
800,1
801,0
802,0
803,0
804,0
805,1
806,0
807,1
808,1
809,0
810,1
811,0
812,0
813,1
814,1
815,0
816,0
817,0
818,1
819,1
820,0
821,1
822,0
823,1
824,0
825,0
826,1
827,1
828,1
829,1
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,0
839,1
840,1
841,1
842,1
843,1
844,0
845,1
846,0
847,1
848,1
849,1
850,0
851,1
852,0
853,0
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,0
864,0
865,0
866,1
867,1
868,1
869,0
870,1
871,1
872,0
873,1
874,0
875,1
876,0
877,0
878,0
879,1
880,0
881,0
882,0
883,0
884,0
885,0
886,1
887,1
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,1
896,0
897,0
898,1
899,1
900,0
901,0
902,0
903,0
904,1
905,0
906,1
907,0
908,0
909,0
910,0
911,0
912,1
913,0
914,0
915,1
916,0
917,0
918,1
919,1
920,1
921,0
922,1
923,0
924,0
925,1
926,1
927,1
928,1
929,1
930,0
931,1
932,0
933,1
934,0
935,0
936,1
937,1
938,0
939,1
940,0
941,1
942,1
943,1
944,1
945,1
946,0
947,0
948,1
949,0
950,0
951,1
952,1
953,1
954,0
955,0
956,0
957,0
958,0
959,1
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,1
968,0
969,0
970,0
971,1
972,0
973,0
974,0
975,0
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,1
985,1
986,1
987,0
988,0
989,1
990,0
991,1
992,1
993,0
994,1
995,1
996,0
997,1
998,0
999,1
1000,0
1001,1
1002,0
1003,1
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,1
1013,0
1014,0
1015,1
1016,1
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,1
1029,0
1030,1
1031,0
1032,1
1033,1
1034,0
1035,0
1036,0
1037,0
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,1
1058,0
1059,0
1060,0
1061,0
